observed_at,tick_time,symbol,bid,ask,spread_points
2026-08-31T12:54:35.406768+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:36.411417+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:37.415784+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:38.419013+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:39.424132+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:40.464958+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:41.467985+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:42.472117+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:43.479384+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:44.486068+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:45.491588+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:46.497991+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:47.506098+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:48.511670+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:49.514483+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:50.517784+00:00,2026-08-31T15:54:30.882000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:54:51.520498+00:00,2026-08-31T15:54:50.819000+00:00,GBPUSD,1.35374,1.35376,2.0
2026-08-31T12:54:52.525874+00:00,2026-08-31T15:54:50.819000+00:00,GBPUSD,1.35374,1.35376,2.0
2026-08-31T12:54:53.529956+00:00,2026-08-31T15:54:50.819000+00:00,GBPUSD,1.35374,1.35376,2.0
2026-08-31T12:54:54.535492+00:00,2026-08-31T15:54:50.819000+00:00,GBPUSD,1.35374,1.35376,2.0
2026-08-31T12:54:55.541111+00:00,2026-08-31T15:54:50.819000+00:00,GBPUSD,1.35374,1.35376,2.0
2026-08-31T12:54:56.546852+00:00,2026-08-31T15:54:50.819000+00:00,GBPUSD,1.35374,1.35376,2.0
2026-08-31T12:54:57.550395+00:00,2026-08-31T15:54:50.819000+00:00,GBPUSD,1.35374,1.35376,2.0
2026-08-31T12:54:58.555193+00:00,2026-08-31T15:54:50.819000+00:00,GBPUSD,1.35374,1.35376,2.0
2026-08-31T12:54:59.559168+00:00,2026-08-31T15:54:50.819000+00:00,GBPUSD,1.35374,1.35376,2.0
2026-08-31T12:55:00.561979+00:00,2026-08-31T15:55:00.419000+00:00,GBPUSD,1.35376,1.35378,2.0
2026-08-31T12:55:01.566826+00:00,2026-08-31T15:55:01.186000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:55:02.570475+00:00,2026-08-31T15:55:02.594000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:55:03.574627+00:00,2026-08-31T15:55:02.594000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:55:04.578661+00:00,2026-08-31T15:55:04.387000+00:00,GBPUSD,1.35376,1.35378,2.0
2026-08-31T12:55:05.582064+00:00,2026-08-31T15:55:04.387000+00:00,GBPUSD,1.35376,1.35378,2.0
2026-08-31T12:55:06.585802+00:00,2026-08-31T15:55:06.338000+00:00,GBPUSD,1.35378,1.3538000000000001,2.0
2026-08-31T12:55:07.591824+00:00,2026-08-31T15:55:06.338000+00:00,GBPUSD,1.35378,1.3538000000000001,2.0
2026-08-31T12:55:08.596942+00:00,2026-08-31T15:55:06.338000+00:00,GBPUSD,1.35378,1.3538000000000001,2.0
2026-08-31T12:55:09.600639+00:00,2026-08-31T15:55:09.283000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:55:10.605032+00:00,2026-08-31T15:55:09.283000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:55:11.610083+00:00,2026-08-31T15:55:09.283000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:55:12.613894+00:00,2026-08-31T15:55:09.283000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:55:13.618306+00:00,2026-08-31T15:55:13.217000+00:00,GBPUSD,1.35384,1.35386,2.0
2026-08-31T12:55:14.622744+00:00,2026-08-31T15:55:14.530000+00:00,GBPUSD,1.3538299999999999,1.35385,2.0
2026-08-31T12:55:15.625819+00:00,2026-08-31T15:55:15.011000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:55:16.629452+00:00,2026-08-31T15:55:16.610000+00:00,GBPUSD,1.35384,1.35386,2.0
2026-08-31T12:55:17.633247+00:00,2026-08-31T15:55:17.089000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:55:18.636901+00:00,2026-08-31T15:55:17.954000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
